task_name,priority,category,deadline_gap,estimated_time,actual_time,status,completion_rate,created_at
Read documentation,High,Study,7,0.5,0.6,Completed,1.2,2026-04-02 06:47:05
Prepare presentation slides,High,Study,6,0.79,0.74,Completed,0.94,2025-11-23 12:06:17
Meditation session,High,Health,5,1.15,1.33,Completed,1.16,2026-01-18 15:19:01
Process invoices,Low,Work,10,3.49,5.94,Completed,1.7,2026-04-12 15:50:59
Prepare sales forecast,Low,Work,27,1.34,1.49,Completed,1.11,2025-12-21 22:37:35
Update project timeline,Low,Work,9,1.05,1.17,Completed,1.11,2025-11-21 10:11:40
Prepare presentation slides,Low,Study,24,2.15,3.58,Completed,1.67,2025-12-12 16:17:16
Prepare sales forecast,Low,Work,15,3.25,3.76,Completed,1.16,2026-02-15 00:00:20
File expense reports,Medium,Personal,8,4.61,5.05,Completed,1.1,2025-12-26 23:13:56
Review pull request,Low,Work,12,0.5,0.44,Completed,0.88,2025-12-03 14:40:42
Plan weekly schedule,Low,Personal,25,1.55,2.22,Completed,1.43,2026-01-12 09:03:20
Prepare sales forecast,Low,Work,29,38.79,39.83,Completed,1.03,2025-12-19 01:21:04
Schedule doctor appointment,High,Health,7,0.78,0.83,Completed,1.06,2026-04-10 21:29:29
Draft email campaign,High,Work,4,0.94,1.13,Completed,1.2,2026-01-28 11:25:44
Prepare sales forecast,High,Work,3,0.5,0.46,Completed,0.92,2026-01-26 15:36:46
Meditation session,Low,Health,8,3.33,2.74,Completed,0.82,2026-02-06 11:18:08
Practice coding problems,Medium,Study,4,0.5,0.41,Completed,0.82,2025-11-07 22:49:28
Prepare sales forecast,Low,Work,12,0.62,0.94,Completed,1.52,2026-03-28 01:48:15
Learn new framework,Low,Study,27,1.96,3.64,Completed,1.86,2025-12-29 22:39:14
Plan commute route,High,Personal,3,1.39,1.58,Completed,1.14,2026-01-20 01:16:04
Refactor authentication module,High,Work,2,0.86,0.92,Completed,1.07,2025-11-15 22:07:40
Create sprint backlog,High,Work,5,4.35,4.96,Completed,1.14,2026-04-09 09:32:01
Complete online course module,Low,Study,9,6.56,5.9,Completed,0.9,2026-03-26 04:14:17
Schedule team outing,Medium,Personal,10,1.72,2.35,Completed,1.37,2026-01-28 08:06:50
Evening run,Medium,Health,11,2.77,3.76,Completed,1.36,2026-01-31 18:13:49
Organize digital files,Medium,Personal,14,0.92,1.07,Completed,1.16,2025-12-15 08:18:46
Analyze user metrics,High,Work,3,1.2,1.34,Completed,1.12,2026-03-25 04:31:57
Prepare client proposal,Low,Work,21,3.21,5.38,Completed,1.68,2026-03-24 00:09:39
Practice coding problems,Low,Study,7,2.12,4.26,Completed,2.0,2025-10-18 00:21:16
Review lecture notes,Low,Study,28,0.5,0.57,Completed,1.14,2026-04-02 07:24:04
Organize digital files,Low,Personal,10,0.97,1.03,Completed,1.06,2026-02-18 03:22:18
Deploy to staging,Medium,Work,5,0.5,0.39,Completed,0.78,2026-02-16 00:54:37
Update CRM records,Medium,Work,10,1.23,1.75,Completed,1.42,2026-04-09 17:41:50
Update project timeline,Medium,Work,3,2.86,2.89,Completed,1.01,2026-04-09 19:31:11
Write test cases,Low,Work,30,1.47,2.61,Completed,1.78,2026-02-20 02:42:24
Prepare client proposal,Low,Work,23,0.5,0.62,Completed,1.24,2025-12-14 05:03:26
Yoga practice,Low,Health,21,1.57,2.05,Completed,1.31,2026-03-29 19:05:52
Gym session,Low,Health,25,4.2,3.26,Completed,0.78,2025-11-27 11:57:26
Conduct team standup,High,Work,2,2.94,3.53,Completed,1.2,2026-01-19 20:48:31
Review insurance documents,High,Personal,2,4.48,5.47,Completed,1.22,2025-10-18 04:32:52
Update CRM records,Medium,Work,11,17.31,23.98,Completed,1.39,2026-03-12 16:35:37
Analyze dataset,Low,Study,24,0.5,0.74,Completed,1.48,2026-02-08 13:17:40
Write API documentation,Low,Work,21,0.5,0.58,Completed,1.16,2025-11-25 04:21:16
Schedule doctor appointment,Medium,Health,5,49.19,47.98,Completed,0.98,2026-03-04 03:43:00
Analyze dataset,High,Study,2,1.77,1.64,Completed,0.93,2025-12-11 23:49:56
Write test cases,High,Work,6,1.85,2.52,Completed,1.36,2025-12-31 11:17:53
Review lecture notes,High,Study,7,0.5,0.55,Completed,1.1,2026-01-23 09:39:16
Meal prep,Low,Health,15,0.5,0.5,Completed,1.0,2026-04-08 22:52:55
Track daily nutrients,Low,Health,8,1.91,2.2,Completed,1.15,2025-10-21 01:20:44
Write test cases,Low,Work,7,1.97,2.81,Completed,1.43,2025-10-25 18:18:39
Create sprint backlog,Medium,Work,14,1.0,0.94,Completed,0.94,2025-12-24 08:13:57
Optimize database query,Medium,Work,10,2.12,2.71,Completed,1.28,2025-12-29 05:28:30
Refactor authentication module,Medium,Work,13,0.5,0.48,Completed,0.96,2026-04-12 15:22:25
Review lecture notes,High,Study,6,0.5,0.45,Completed,0.9,2026-01-08 11:45:42
Deploy to staging,High,Work,3,0.5,0.47,Completed,0.94,2025-11-03 15:48:18
Review lecture notes,High,Study,2,0.5,0.65,Completed,1.3,2026-02-28 05:46:02
Clean inbox,High,Personal,1,4.84,4.82,Completed,1.0,2026-01-09 03:34:31
Update contact list,Low,Personal,25,31.57,54.46,Completed,1.73,2026-03-19 01:58:11
Prepare sales forecast,High,Work,2,3.39,3.88,Completed,1.14,2026-02-27 00:57:24
File expense reports,High,Personal,6,4.11,5.0,Completed,1.22,2026-02-26 08:59:04
Review lecture notes,High,Study,7,34.66,37.14,Completed,1.07,2025-11-15 05:32:00
Review quarterly report,Low,Work,28,1.46,2.49,Completed,1.71,2026-04-02 18:05:38
Review insurance documents,Medium,Personal,9,48.63,49.21,Completed,1.01,2025-10-19 05:56:01
Schedule doctor appointment,High,Health,4,2.94,3.35,Completed,1.14,2025-12-12 20:04:25
Study research paper,High,Study,4,4.57,4.44,Completed,0.97,2026-01-21 15:56:15
Write test cases,High,Work,6,0.62,0.79,Completed,1.27,2026-02-25 19:34:55
Optimize database query,High,Work,2,0.5,0.65,Completed,1.3,2025-11-03 21:13:37
Attend stakeholder meeting,High,Work,5,0.5,0.6,Completed,1.2,2025-11-09 11:52:49
Review quarterly report,High,Work,6,0.5,0.55,Completed,1.1,2025-12-24 04:54:55
Conduct team standup,High,Work,1,0.5,0.69,Completed,1.38,2026-02-21 22:32:23
Analyze user metrics,High,Work,3,0.5,0.49,Completed,0.98,2025-12-09 08:08:47
Evening run,High,Health,3,1.53,1.55,Completed,1.01,2026-01-03 18:56:38
Write research summary,Low,Study,29,3.07,3.23,Completed,1.05,2025-12-23 05:17:31
Prepare client proposal,Low,Work,28,0.84,1.08,Completed,1.29,2026-02-05 05:50:32
Deploy to staging,Low,Work,17,0.5,0.72,Completed,1.44,2026-01-23 03:07:50
Process invoices,Low,Work,7,2.46,3.67,Completed,1.49,2025-12-27 13:32:02
Schedule team outing,Low,Personal,9,2.11,1.32,Completed,0.63,2025-12-16 06:34:55
Schedule team outing,High,Personal,4,0.5,0.53,Completed,1.06,2026-04-02 22:53:27
Schedule team outing,Medium,Personal,9,3.24,3.42,Completed,1.06,2025-11-28 15:37:46
Review pull request,High,Work,3,0.5,0.47,Completed,0.94,2025-11-16 01:14:55
Practice coding problems,Low,Study,27,0.99,0.54,Completed,0.55,2026-03-03 20:47:26
Create sprint backlog,Low,Work,22,3.43,2.57,Completed,0.75,2026-03-17 05:48:20
Review technical whitepaper,Low,Study,21,3.46,3.18,Completed,0.92,2026-01-08 03:26:25
Organize digital files,Low,Personal,24,5.0,6.02,Completed,1.2,2026-02-24 18:03:38
Review lecture notes,Low,Study,18,0.5,0.74,Completed,1.48,2025-10-24 18:13:47
Refactor authentication module,Low,Work,21,0.5,0.75,Completed,1.5,2026-04-03 15:45:02
Set up CI pipeline,Low,Work,21,0.5,0.55,Completed,1.1,2025-11-25 16:31:50
Evening run,High,Health,5,1.02,0.96,Completed,0.94,2026-01-08 05:52:31
Write research summary,High,Study,6,0.87,1.0,Completed,1.15,2025-12-04 02:49:56
Prepare client proposal,High,Work,5,0.5,0.63,Completed,1.26,2026-02-01 14:37:28
Write research summary,High,Study,5,2.12,1.74,Completed,0.82,2026-03-25 21:20:42
Analyze dataset,High,Study,1,0.5,0.61,Completed,1.22,2025-11-17 12:25:34
Process invoices,High,Work,5,2.04,2.43,Completed,1.19,2025-11-18 17:57:35
Schedule team outing,High,Personal,7,0.5,0.69,Completed,1.38,2025-12-23 18:08:16
Prepare sales forecast,High,Work,1,0.87,0.99,Completed,1.14,2025-12-04 09:06:33
Meal prep,High,Health,4,2.38,3.19,Completed,1.34,2025-10-27 06:42:51
Read documentation,Low,Study,7,1.78,2.57,Completed,1.44,2026-01-31 05:22:32
Analyze dataset,Low,Study,12,1.48,1.3,Completed,0.88,2026-03-16 14:02:32
Schedule doctor appointment,High,Health,6,0.5,0.55,Completed,1.1,2026-01-09 09:35:46
Write test cases,High,Work,1,0.5,0.58,Completed,1.16,2026-01-10 06:53:40
Complete online course module,Low,Study,14,1.16,1.56,Completed,1.34,2026-03-09 22:15:12
Stretching routine,Low,Health,15,0.5,0.83,Completed,1.66,2025-12-28 16:30:57
Write API documentation,Low,Work,27,1.64,1.45,Completed,0.88,2026-04-03 00:51:50
Learn new framework,High,Study,2,15.46,16.52,Completed,1.07,2025-11-06 11:13:02
Read documentation,High,Study,1,0.5,0.49,Completed,0.98,2026-01-21 03:41:58
Deploy to staging,High,Work,4,0.5,0.65,Completed,1.3,2026-02-01 05:42:59
Conduct team standup,Medium,Work,12,2.27,3.14,Completed,1.38,2025-10-23 02:00:04
Analyze user metrics,Low,Work,25,18.5,32.13,Completed,1.74,2026-02-22 04:54:28
Organize workspace,Low,Personal,13,2.26,3.27,Completed,1.45,2025-12-09 22:01:00
Write API documentation,Low,Work,9,1.41,1.76,Completed,1.25,2026-01-23 17:12:45
Review technical whitepaper,High,Study,1,5.96,3.8,Completed,0.64,2025-11-23 21:10:27
Conduct team standup,Medium,Work,14,0.5,0.62,Completed,1.24,2026-01-19 08:40:20
Conduct code review,High,Work,6,0.68,0.7,Completed,1.03,2026-02-14 14:08:15
Analyze user metrics,High,Work,4,1.68,1.67,Completed,0.99,2025-11-17 04:30:44
Study research paper,Medium,Study,7,31.36,46.91,Completed,1.5,2026-04-09 03:34:55
Track daily nutrients,High,Health,2,3.59,3.63,Completed,1.01,2026-02-04 06:22:25
Deploy to staging,Low,Work,18,18.65,29.77,Completed,1.6,2026-01-14 02:37:39
Organize workspace,Medium,Personal,11,3.02,4.02,Completed,1.33,2026-01-23 05:53:58
Meditation session,Low,Health,13,1.73,2.06,Completed,1.19,2025-11-16 20:37:40
Conduct team standup,Low,Work,20,1.79,1.72,Completed,0.96,2026-01-01 20:33:56
Meal prep,Low,Health,24,1.6,2.04,Completed,1.27,2026-03-31 23:23:45
Create sprint backlog,High,Work,1,18.59,16.97,Completed,0.91,2026-02-02 07:17:18
Yoga practice,High,Health,1,2.44,2.7,Completed,1.11,2026-01-22 08:04:37
Deploy to staging,High,Work,4,0.98,0.84,Completed,0.86,2026-03-05 17:18:04
Refactor authentication module,High,Work,4,0.5,0.53,Completed,1.06,2025-10-30 22:06:53
Update personal budget,High,Personal,3,2.39,3.29,Completed,1.38,2026-03-24 21:18:08
Write test cases,High,Work,4,1.87,1.6,Completed,0.86,2025-12-17 02:02:38
Meditation session,Medium,Health,7,0.79,1.2,Completed,1.52,2026-01-19 10:07:56
Write research summary,Medium,Study,4,0.5,0.74,Completed,1.48,2025-11-20 05:01:08
Create sprint backlog,Medium,Work,10,1.36,1.85,Completed,1.36,2026-01-29 09:01:52
Attend stakeholder meeting,Low,Work,13,5.6,3.68,Completed,0.66,2026-01-25 15:19:55
Stretching routine,Low,Health,22,4.16,5.27,Completed,1.27,2026-03-13 12:02:25
Refactor authentication module,High,Work,6,49.04,53.2,Completed,1.08,2026-04-10 12:20:10
Prepare client proposal,High,Work,6,10.54,13.7,Completed,1.3,2025-12-11 19:24:05
Debug production issue,Low,Work,14,0.5,0.52,Completed,1.04,2026-03-04 18:41:13
Prepare sales forecast,Low,Work,23,2.65,3.42,Completed,1.29,2025-11-08 16:09:47
Read documentation,Low,Study,22,1.21,0.91,Completed,0.75,2025-11-11 16:37:54
Gym session,High,Health,5,0.5,0.45,Completed,0.9,2025-12-26 16:06:24
Write research summary,High,Study,3,0.5,0.46,Completed,0.92,2026-04-08 17:36:12
Practice coding problems,High,Study,4,0.5,0.49,Completed,0.98,2026-01-14 21:03:45
Learn new framework,High,Study,4,5.32,6.67,Completed,1.25,2026-03-23 06:45:44
Review lecture notes,High,Study,3,0.5,0.66,Completed,1.32,2025-12-08 11:13:01
Create sprint backlog,High,Work,1,0.5,0.58,Completed,1.16,2026-01-27 17:59:40
Prepare presentation slides,Medium,Study,3,1.83,1.79,Completed,0.98,2026-01-21 08:52:56
Refactor authentication module,High,Work,4,2.25,2.31,Completed,1.03,2025-11-11 07:16:16
Process invoices,High,Work,2,3.3,3.57,Completed,1.08,2025-11-28 12:57:06
Morning workout,Low,Health,8,0.5,0.67,Completed,1.34,2026-02-25 14:55:32
Plan commute route,Low,Personal,14,1.94,3.78,Completed,1.95,2025-12-19 07:51:52
Attend stakeholder meeting,Low,Work,12,1.25,1.63,Completed,1.3,2026-01-21 17:01:29
Draft email campaign,Medium,Work,13,1.79,1.72,Completed,0.96,2025-11-17 10:30:20
Prepare client proposal,Low,Work,22,0.5,0.6,Completed,1.2,2026-03-22 04:48:26
Conduct team standup,High,Work,6,3.69,4.74,Completed,1.28,2026-01-19 00:58:20
Conduct code review,High,Work,2,0.5,0.6,Completed,1.2,2026-01-12 03:51:01
Update project timeline,Medium,Work,12,1.42,1.87,Completed,1.32,2025-11-29 15:06:13
Deploy to staging,High,Work,5,1.42,1.19,Completed,0.84,2025-12-03 08:27:48
Update personal budget,High,Personal,2,2.32,3.16,Completed,1.36,2026-03-22 20:41:50
Review insurance documents,High,Personal,2,0.72,0.81,Completed,1.13,2026-02-08 01:30:43
Draft email campaign,Low,Work,10,5.42,4.91,Completed,0.91,2026-02-01 04:09:40
Meal prep,Low,Health,8,0.5,0.5,Completed,1.0,2025-10-23 06:19:01
Plan weekly schedule,Low,Personal,15,1.27,1.67,Completed,1.31,2025-12-19 05:48:47
Organize digital files,Low,Personal,25,0.5,0.6,Completed,1.2,2026-03-31 00:55:09
Attend stakeholder meeting,Low,Work,21,0.91,1.03,Completed,1.13,2026-04-11 13:25:48
Clean inbox,Low,Personal,28,0.56,0.58,Completed,1.04,2026-03-13 09:57:59
Optimize database query,Low,Work,27,0.5,0.61,Completed,1.22,2026-02-25 02:08:34
Plan weekly schedule,Low,Personal,11,0.5,0.78,Completed,1.56,2025-12-20 05:13:50
Update personal budget,Low,Personal,27,0.5,0.63,Completed,1.26,2025-10-19 00:39:10
Plan weekly schedule,High,Personal,4,0.87,0.93,Completed,1.07,2026-04-01 17:01:04
Plan commute route,High,Personal,2,3.32,2.98,Completed,0.9,2026-01-16 21:17:45
Plan weekly schedule,High,Personal,1,0.5,0.56,Completed,1.12,2026-04-02 14:38:20
Update project timeline,High,Work,2,1.19,1.37,Completed,1.15,2026-04-04 17:56:19
Conduct team standup,High,Work,4,3.0,2.8,Completed,0.93,2025-10-30 03:13:57
Process invoices,Low,Work,12,3.29,3.1,Completed,0.94,2026-02-01 10:59:01
Organize digital files,Low,Personal,18,1.42,1.23,Completed,0.87,2026-03-19 11:10:47
Update contact list,Low,Personal,30,1.51,1.95,Completed,1.29,2026-03-14 05:34:08
Debug production issue,Medium,Work,8,0.5,0.43,Completed,0.86,2026-02-19 20:55:12
Review quarterly report,Low,Work,29,2.81,3.21,Completed,1.14,2025-11-18 22:42:26
Update contact list,Low,Personal,20,3.21,3.56,Completed,1.11,2026-01-27 19:55:50
Analyze user metrics,Low,Work,27,3.64,3.52,Completed,0.97,2026-03-06 14:03:13
Review technical whitepaper,Low,Study,30,4.45,6.06,Completed,1.36,2026-03-14 01:48:33
Review quarterly report,Low,Work,25,2.84,2.69,Completed,0.95,2026-02-06 21:34:01
Prepare client proposal,High,Work,3,2.02,2.45,Completed,1.21,2026-03-29 08:25:14
Prepare sales forecast,High,Work,6,0.5,0.39,Completed,0.78,2026-04-15 07:42:43
Review insurance documents,High,Personal,3,0.5,0.47,Completed,0.94,2026-01-20 01:49:03
Process invoices,High,Work,1,2.01,2.07,Completed,1.03,2025-11-20 18:07:30
Deploy to staging,High,Work,7,0.67,0.68,Completed,1.01,2026-01-21 16:42:10
Organize workspace,High,Personal,2,3.54,3.92,Completed,1.11,2025-11-05 06:21:45
Study research paper,Low,Study,28,47.51,51.46,Completed,1.08,2026-03-31 12:39:50
Debug production issue,High,Work,5,1.15,1.1,Completed,0.96,2025-12-10 20:01:43
Write API documentation,High,Work,2,1.71,1.59,Completed,0.93,2025-12-25 05:57:46
Prepare client proposal,Medium,Work,13,2.31,2.35,Completed,1.02,2026-03-23 03:26:15
Analyze dataset,Medium,Study,14,33.85,56.76,Completed,1.68,2025-11-30 03:19:20
Meditation session,Low,Health,11,36.14,63.57,Completed,1.76,2025-11-20 09:15:44
Prepare healthy lunch,Medium,Health,11,2.07,1.74,Completed,0.84,2026-03-24 04:48:03
Review quarterly report,Medium,Work,12,1.11,1.47,Completed,1.32,2026-02-22 06:45:24
Analyze user metrics,Medium,Work,4,1.84,2.29,Completed,1.24,2026-03-30 01:59:12
Prepare sales forecast,High,Work,7,2.26,2.49,Completed,1.1,2026-01-23 18:43:10
Set up CI pipeline,Medium,Work,11,1.5,1.34,Completed,0.89,2026-01-19 02:45:37
Process invoices,Low,Work,14,0.95,0.75,Completed,0.79,2026-02-10 14:32:49
Optimize database query,Medium,Work,5,0.54,0.57,Completed,1.06,2025-12-26 06:29:08
Organize workspace,Medium,Personal,5,0.5,0.47,Completed,0.94,2026-04-05 10:23:10
Update project timeline,Medium,Work,13,1.69,1.89,Completed,1.12,2025-10-31 09:39:58
Track daily nutrients,Low,Health,19,0.99,0.8,Completed,0.81,2026-04-08 00:32:13
Analyze user metrics,Medium,Work,10,1.18,1.75,Completed,1.48,2026-03-13 12:57:49
Practice coding problems,Low,Study,16,3.37,4.82,Completed,1.43,2026-02-27 15:22:21
Analyze user metrics,High,Work,3,1.98,2.34,Completed,1.18,2026-02-15 12:27:32
Prepare presentation slides,High,Study,3,1.42,1.5,Completed,1.06,2026-04-12 07:02:21
Optimize database query,High,Work,2,0.55,0.68,Completed,1.24,2025-12-26 08:08:20
Update project timeline,High,Work,7,2.84,3.11,Completed,1.1,2026-03-03 06:56:36
Meditation session,Low,Health,11,4.23,6.11,Completed,1.44,2026-03-21 05:23:55
Evening run,Medium,Health,12,2.17,2.74,Completed,1.26,2025-10-24 07:31:08
Update CRM records,Medium,Work,8,0.5,0.49,Completed,0.98,2025-12-23 09:40:03
Conduct code review,Medium,Work,6,5.94,7.06,Completed,1.19,2026-02-19 06:15:29
Debug production issue,High,Work,2,1.79,1.79,Completed,1.0,2026-02-08 23:54:02
Schedule team outing,Medium,Personal,14,1.01,1.23,Completed,1.22,2026-03-01 03:25:51
Deploy to staging,High,Work,6,1.09,1.2,Completed,1.1,2025-11-29 05:30:45
Complete online course module,Low,Study,22,0.9,0.46,Completed,0.51,2025-11-20 13:16:49
Set up CI pipeline,Low,Work,8,0.5,0.56,Completed,1.12,2025-11-09 15:18:55
Analyze dataset,Low,Study,21,0.5,0.64,Completed,1.28,2026-02-20 02:42:32
Stretching routine,Low,Health,26,6.82,10.6,Completed,1.55,2026-03-30 09:03:40
Prepare client proposal,Medium,Work,3,10.57,15.29,Completed,1.45,2026-02-01 09:08:36
Prepare presentation slides,Low,Study,20,0.5,0.57,Completed,1.14,2026-02-21 21:37:30
Read documentation,Low,Study,13,2.23,2.53,Completed,1.13,2026-02-20 23:34:14
Refactor authentication module,Low,Work,17,0.67,1.31,Completed,1.96,2026-01-20 10:37:13
Analyze dataset,Low,Study,11,2.04,3.91,Completed,1.92,2026-03-24 04:34:58
Analyze user metrics,Low,Work,27,0.5,0.54,Completed,1.08,2026-04-06 05:49:00
Review lecture notes,Medium,Study,7,1.79,2.19,Completed,1.22,2026-02-17 19:59:01
Prepare client proposal,Medium,Work,13,0.5,0.57,Completed,1.14,2025-11-24 02:24:15
Create sprint backlog,Medium,Work,9,4.89,6.17,Completed,1.26,2026-02-02 23:23:46
Gym session,Low,Health,30,7.05,7.58,Completed,1.08,2025-12-07 23:41:14
Review technical whitepaper,Low,Study,24,4.77,6.18,Completed,1.3,2026-04-08 07:45:17
Attend stakeholder meeting,Medium,Work,10,2.42,3.56,Completed,1.47,2026-04-09 21:07:10
Stretching routine,Medium,Health,11,1.36,1.66,Completed,1.22,2026-02-16 12:37:54
Morning workout,Medium,Health,3,0.5,0.39,Completed,0.78,2026-04-03 19:18:56
Debug production issue,Low,Work,24,2.86,4.59,Completed,1.6,2026-02-03 03:06:35
Debug production issue,Medium,Work,3,2.86,2.8,Completed,0.98,2026-03-12 18:42:29
Create sprint backlog,Medium,Work,7,0.5,0.72,Completed,1.44,2025-10-31 04:58:23
Organize workspace,Medium,Personal,4,0.5,0.4,Completed,0.8,2025-11-20 03:15:07
Prepare client proposal,Low,Work,11,0.5,0.56,Completed,1.12,2026-01-05 15:26:57
Review pull request,Low,Work,11,3.03,4.86,Completed,1.6,2026-04-14 06:13:33
Analyze user metrics,Low,Work,13,0.5,0.89,Completed,1.78,2025-10-18 03:08:02
Analyze dataset,Low,Study,26,1.17,1.96,Completed,1.68,2026-04-15 17:34:57
Review pull request,Low,Work,14,2.97,3.59,Completed,1.21,2026-02-04 11:03:32
Update project timeline,Low,Work,28,1.84,2.13,Completed,1.16,2026-04-10 21:40:41
Review lecture notes,High,Study,2,2.61,2.91,Completed,1.11,2026-01-31 04:37:55
File expense reports,High,Personal,2,2.65,3.52,Completed,1.33,2025-10-19 09:58:38
Deploy to staging,High,Work,2,2.03,2.2,Completed,1.08,2025-11-05 00:17:12
Refactor authentication module,High,Work,5,1.54,1.01,Completed,0.66,2025-10-26 06:54:24
Prepare sales forecast,High,Work,7,0.58,0.72,Completed,1.24,2026-02-27 16:34:47
Organize digital files,Medium,Personal,7,2.61,2.65,Completed,1.02,2026-02-28 22:21:54
Review quarterly report,High,Work,5,1.4,1.5,Completed,1.07,2026-04-03 15:31:34
Update contact list,Medium,Personal,12,2.19,3.84,Completed,1.75,2026-02-07 16:35:23
Attend stakeholder meeting,High,Work,3,3.16,3.16,Completed,1.0,2025-10-26 21:22:05
Update personal budget,High,Personal,1,1.98,2.59,Completed,1.31,2026-03-17 00:55:52
Prepare healthy lunch,High,Health,7,0.5,0.5,Completed,1.0,2025-11-12 12:05:46
Conduct code review,High,Work,6,2.63,3.4,Completed,1.29,2026-01-21 03:31:52
Write API documentation,High,Work,3,2.48,2.5,Completed,1.01,2026-02-06 18:34:37
Create sprint backlog,High,Work,4,2.36,2.74,Completed,1.16,2025-12-18 05:07:17
Debug production issue,High,Work,1,2.08,2.26,Completed,1.09,2025-12-31 11:21:34
Process invoices,High,Work,1,1.63,1.57,Completed,0.96,2025-12-23 14:57:42
Review quarterly report,High,Work,6,5.64,6.34,Completed,1.12,2026-01-05 16:00:09
Clean inbox,High,Personal,5,2.74,2.92,Completed,1.07,2025-11-09 15:22:14
Process invoices,Low,Work,14,2.23,1.89,Completed,0.85,2026-04-08 11:34:54
Study research paper,Low,Study,26,0.5,0.64,Completed,1.28,2026-01-01 14:18:50
Schedule team outing,Low,Personal,16,4.04,6.96,Completed,1.72,2026-01-13 09:54:53
Attend stakeholder meeting,High,Work,6,0.65,0.77,Completed,1.18,2025-12-09 16:44:51
Optimize database query,High,Work,2,0.91,1.06,Completed,1.16,2026-01-10 11:00:29
Debug production issue,High,Work,4,2.9,3.59,Completed,1.24,2026-03-29 02:26:34
Process invoices,Low,Work,28,0.5,0.43,Completed,0.86,2025-10-30 22:03:49
Practice coding problems,Low,Study,28,1.17,1.1,Completed,0.94,2026-03-03 13:49:04
Review lecture notes,Low,Study,17,0.5,0.7,Completed,1.4,2026-03-16 18:32:59
Deploy to staging,Low,Work,11,12.16,25.42,Completed,2.0,2025-11-15 01:29:25
Organize digital files,High,Personal,4,0.68,0.72,Completed,1.06,2025-11-25 23:12:33
Organize workspace,Low,Personal,26,1.93,1.49,Completed,0.77,2026-02-20 00:51:14
Clean inbox,Low,Personal,10,2.24,3.18,Completed,1.42,2025-11-10 04:22:45
Review insurance documents,Low,Personal,22,4.21,5.88,Completed,1.4,2025-12-01 03:51:49
Schedule team outing,High,Personal,5,1.53,2.01,Completed,1.31,2025-12-13 04:12:05
Yoga practice,High,Health,7,4.64,4.37,Completed,0.94,2025-10-19 11:53:01
Evening run,High,Health,7,0.5,0.56,Completed,1.12,2026-03-16 07:24:22
Prepare sales forecast,Low,Work,20,0.5,0.76,Completed,1.52,2025-12-26 15:46:27
Attend stakeholder meeting,Low,Work,7,3.03,4.33,Completed,1.43,2026-01-20 18:05:47
Review quarterly report,Low,Work,13,0.69,0.96,Completed,1.39,2026-03-16 10:37:14
Organize workspace,Low,Personal,12,1.85,2.53,Completed,1.37,2025-10-28 08:05:44
Prepare client proposal,Low,Work,7,0.5,0.68,Completed,1.36,2025-11-08 00:44:07
Process invoices,Low,Work,12,5.46,7.56,Completed,1.38,2026-04-07 20:46:21
Write API documentation,Low,Work,7,14.99,27.67,Completed,1.85,2026-04-01 06:13:04
Meditation session,High,Health,5,0.5,0.62,Completed,1.24,2026-01-25 03:37:59
Analyze user metrics,Medium,Work,4,0.5,0.74,Completed,1.48,2026-01-23 14:35:55
File expense reports,High,Personal,3,2.31,2.4,Completed,1.04,2025-10-28 12:24:19
Update personal budget,High,Personal,4,1.53,1.91,Completed,1.25,2026-03-09 17:31:12
Write test cases,Medium,Work,13,0.5,0.54,Completed,1.08,2025-12-28 07:23:11
Prepare healthy lunch,Medium,Health,3,1.89,2.12,Completed,1.12,2026-01-18 15:45:32
Yoga practice,Low,Health,16,1.17,0.69,Completed,0.59,2025-11-20 18:25:31
Track daily nutrients,Medium,Health,3,0.5,0.68,Completed,1.36,2026-02-01 09:46:40
Plan commute route,Low,Personal,29,8.15,6.88,Completed,0.84,2025-11-30 19:54:00
Draft email campaign,Low,Work,23,3.35,4.96,Completed,1.48,2025-12-20 17:56:27
Write API documentation,Low,Work,19,0.5,0.67,Completed,1.34,2025-11-22 01:09:45
Refactor authentication module,High,Work,3,0.5,0.54,Completed,1.08,2026-01-04 10:16:56
Deploy to staging,High,Work,5,1.02,1.0,Completed,0.98,2026-01-24 22:53:05
Conduct code review,High,Work,1,1.87,2.31,Completed,1.24,2025-10-22 05:57:24
Conduct team standup,High,Work,2,3.95,4.59,Completed,1.16,2025-10-25 12:16:29
Prepare healthy lunch,High,Health,1,0.5,0.65,Completed,1.3,2026-01-11 12:08:37
Study research paper,High,Study,4,1.01,0.97,Completed,0.96,2025-12-06 04:47:54
Review technical whitepaper,Medium,Study,4,1.36,1.89,Completed,1.39,2025-11-28 14:44:51
Track daily nutrients,Low,Health,7,1.5,1.38,Completed,0.92,2025-12-08 13:44:51
Analyze dataset,Low,Study,18,1.87,2.39,Completed,1.28,2025-12-11 20:05:02
Optimize database query,Low,Work,10,1.49,1.52,Completed,1.02,2026-03-26 03:31:24
Update CRM records,Low,Work,24,2.87,3.91,Completed,1.36,2025-11-08 14:36:59
Optimize database query,Low,Work,21,3.08,2.35,Completed,0.76,2026-02-04 22:05:54
Practice coding problems,Low,Study,17,0.5,0.61,Completed,1.22,2026-01-15 22:50:04
Review technical whitepaper,Low,Study,27,3.38,6.72,Completed,1.99,2026-02-05 08:03:07
Draft email campaign,Low,Work,17,0.5,0.66,Completed,1.32,2025-11-15 19:42:49
